# Per-particle forces (Hartree/Bohr). Reference: cav-hoomd.
# particle  Fx_openmm  Fy_openmm  Fz_openmm  Fx_hoomd  Fy_hoomd  Fz_hoomd  max_abs_diff
450  3.904898e-03  -1.890470e-04  9.306755e-04  3.906677e-03  -1.903223e-04  9.323392e-04  1.779518e-06
451  -1.861145e-03  9.404644e-04  -2.362956e-03  -1.862883e-03  9.373383e-04  -2.361286e-03  3.126185e-06
452  7.646150e-03  2.511422e-03  -1.680479e-03  7.644720e-03  2.512106e-03  -1.679240e-03  1.429714e-06
453  -8.678121e-03  1.646671e-04  1.387417e-04  -8.679551e-03  1.648129e-04  1.354026e-04  3.339040e-06
454  -1.078947e-02  -8.833696e-04  1.221310e-02  -1.079180e-02  -8.801041e-04  1.221754e-02  4.443881e-06
455  9.893743e-03  1.940497e-03  -1.145675e-02  9.893764e-03  1.940871e-03  -1.145457e-02  2.176304e-06
456  -5.993470e-04  -2.274812e-03  -2.338545e-03  -6.000134e-04  -2.272995e-03  -2.342736e-03  4.191484e-06
457  -2.249827e-03  2.033876e-03  3.968030e-03  -2.251770e-03  2.032499e-03  3.964965e-03  3.065549e-06
458  -8.530117e-03  1.912615e-02  -6.394117e-03  -8.529623e-03  1.912585e-02  -6.391478e-03  2.638155e-06
459  8.266838e-03  -2.184552e-02  5.350562e-03  8.266202e-03  -2.184408e-02  5.348615e-03  1.947098e-06
460  1.024121e-03  1.216202e-03  3.552140e-04  1.023630e-03  1.216949e-03  3.577974e-04  2.583405e-06
461  -5.201492e-04  -1.832827e-04  -1.499955e-03  -5.240461e-04  -1.819639e-04  -1.501979e-03  3.896912e-06
462  8.981285e-03  6.140067e-03  -8.680006e-03  8.983658e-03  6.142792e-03  -8.679319e-03  2.725061e-06
463  -7.597238e-03  -3.936560e-03  9.594919e-03  -7.598968e-03  -3.936474e-03  9.592082e-03  2.836643e-06
464  2.612876e-02  4.912430e-02  9.601621e-03  2.612541e-02  4.912058e-02  9.598848e-03  3.716818e-06
465  -2.575512e-02  -5.031236e-02  -1.086748e-02  -2.575047e-02  -5.030668e-02  -1.086716e-02  5.673094e-06
466  -3.545163e-03  -9.580496e-03  -1.793569e-03  -3.544471e-03  -9.581969e-03  -1.795009e-03  1.473069e-06
467  4.354467e-03  9.026430e-03  2.222642e-03  4.352000e-03  9.026335e-03  2.222710e-03  2.467279e-06
468  5.425737e-03  3.742346e-03  -5.158386e-03  5.426735e-03  3.741593e-03  -5.157491e-03  9.975513e-07
469  -1.610553e-03  -2.467739e-03  6.866526e-03  -1.611921e-03  -2.466544e-03  6.867459e-03  1.367751e-06
470  1.578038e-02  1.326541e-02  -8.381382e-03  1.577915e-02  1.326587e-02  -8.381530e-03  1.234623e-06
471  -1.695017e-02  -1.422463e-02  6.380806e-03  -1.694934e-02  -1.422382e-02  6.379932e-03  8.739574e-07
472  5.041988e-03  5.223309e-03  5.051049e-03  5.040015e-03  5.222668e-03  5.050294e-03  1.973261e-06
473  -6.776247e-03  -5.871142e-03  -4.672913e-03  -6.774968e-03  -5.871377e-03  -4.672258e-03  1.278539e-06
474  -6.235104e-03  1.461112e-02  -5.091443e-03  -6.235477e-03  1.461279e-02  -5.092497e-03  1.678224e-06
475  6.435072e-03  -1.508835e-02  4.769276e-03  6.433916e-03  -1.508790e-02  4.767388e-03  1.887856e-06
476  -1.648553e-03  -1.057248e-02  2.884989e-03  -1.651236e-03  -1.057394e-02  2.885975e-03  2.682932e-06
477  4.136381e-03  8.130629e-03  -4.064604e-03  4.136271e-03  8.129568e-03  -4.065719e-03  1.114906e-06
478  -3.282091e-03  6.300327e-03  2.327992e-03  -3.281567e-03  6.298454e-03  2.328438e-03  1.872603e-06
479  3.839824e-03  -5.373586e-03  -5.652885e-03  3.838730e-03  -5.375752e-03  -5.652906e-03  2.165710e-06
480  -4.533907e-04  -5.475019e-04  -3.478855e-05  -4.531968e-04  -5.490291e-04  -3.309552e-05  1.693023e-06
481  1.902263e-04  3.275454e-04  -6.537795e-04  1.910992e-04  3.297029e-04  -6.575789e-04  3.799400e-06
482  1.152032e-02  -1.687008e-02  1.258923e-02  1.151876e-02  -1.687066e-02  1.258832e-02  1.558763e-06
483  -1.256196e-02  1.643563e-02  -1.198453e-02  -1.255888e-02  1.643299e-02  -1.198471e-02  3.078090e-06
484  5.835708e-03  3.158901e-02  1.321811e-03  5.837473e-03  3.158874e-02  1.320879e-03  1.764895e-06
485  -3.021873e-03  -3.199341e-02  -2.849914e-04  -3.018793e-03  -3.199204e-02  -2.853581e-04  3.080295e-06
486  -5.088379e-03  8.855208e-03  1.079462e-02  -5.088662e-03  8.853571e-03  1.079671e-02  2.086500e-06
487  7.625185e-03  -8.679417e-03  -9.205322e-03  7.627052e-03  -8.680656e-03  -9.202692e-03  2.630263e-06
488  -9.130474e-03  -2.184208e-03  -1.848489e-02  -9.133336e-03  -2.182325e-03  -1.848577e-02  2.862168e-06
489  1.082633e-02  4.405464e-03  1.708245e-02  1.082693e-02  4.402833e-03  1.708364e-02  2.631247e-06
490  1.506998e-03  1.640019e-03  7.828101e-04  1.504948e-03  1.642726e-03  7.819852e-04  2.707474e-06
491  -2.003229e-03  -2.607689e-03  -2.237769e-03  -2.003380e-03  -2.607200e-03  -2.234243e-03  3.525033e-06
492  3.734431e-05  -2.772874e-03  1.983002e-04  3.895558e-05  -2.773071e-03  1.968191e-04  1.611262e-06
493  6.964108e-05  2.322348e-03  -3.371231e-04  6.927931e-05  2.323195e-03  -3.333626e-04  3.760542e-06
494  9.919537e-03  -1.642116e-02  4.482249e-03  9.919548e-03  -1.641925e-02  4.482016e-03  1.907570e-06
495  -1.167454e-02  1.539583e-02  -3.534413e-03  -1.166968e-02  1.539518e-02  -3.537016e-03  4.850433e-06
496  5.506085e-04  2.668026e-03  -2.463112e-03  5.480744e-04  2.664911e-03  -2.463082e-03  3.115133e-06
497  -3.747129e-03  -3.407288e-03  1.285062e-03  -3.746940e-03  -3.405687e-03  1.287739e-03  2.677208e-06
498  2.081908e-02  3.297190e-02  -4.638307e-02  2.081766e-02  3.297215e-02  -4.638227e-02  1.419733e-06
499  -2.166181e-02  -3.527409e-02  4.451319e-02  -2.166016e-02  -3.527086e-02  4.451042e-02  3.223977e-06
500  -1.870307e-03  -2.092625e-03  -2.086805e-03  -1.870308e-03  -2.092626e-03  -2.086806e-03  1.447303e-09
