# Per-particle forces (Hartree/Bohr). Reference: cav-hoomd.
# particle  Fx_openmm  Fy_openmm  Fz_openmm  Fx_hoomd  Fy_hoomd  Fz_hoomd  max_abs_diff
447  -1.270141e-03  -9.205810e-03  4.011502e-04  -1.270143e-03  -9.204691e-03  3.966011e-04  4.549064e-06
448  2.482913e-02  1.023078e-02  -4.303111e-02  2.483369e-02  1.023343e-02  -4.302905e-02  4.556925e-06
449  -2.495779e-02  -7.337219e-03  4.392718e-02  -2.495954e-02  -7.337035e-03  4.392394e-02  3.241464e-06
450  3.819678e-03  -2.743839e-04  9.307275e-04  3.821383e-03  -2.756169e-04  9.323392e-04  1.704132e-06
451  -1.775922e-03  1.025805e-03  -2.363026e-03  -1.777588e-03  1.022633e-03  -2.361286e-03  3.172555e-06
452  7.562512e-03  2.426416e-03  -1.680973e-03  7.559426e-03  2.426812e-03  -1.679240e-03  3.086571e-06
453  -8.594487e-03  2.496463e-04  1.392369e-04  -8.594256e-03  2.501075e-04  1.354026e-04  3.834296e-06
454  -1.087483e-02  -9.686727e-04  1.221317e-02  -1.087710e-02  -9.653987e-04  1.221754e-02  4.370480e-06
455  9.979104e-03  2.025815e-03  -1.145683e-02  9.979059e-03  2.026166e-03  -1.145457e-02  2.257677e-06
456  -8.644666e-04  -2.774874e-03  -2.978750e-03  -6.853080e-04  -2.358289e-03  -2.342736e-03  6.360139e-04
457  -1.984698e-03  2.533952e-03  4.608238e-03  -2.166475e-03  2.117793e-03  3.964965e-03  6.432732e-04
458  -8.615187e-03  1.904019e-02  -6.393926e-03  -8.614918e-03  1.904056e-02  -6.391478e-03  2.447825e-06
459  8.351890e-03  -2.175956e-02  5.350362e-03  8.351497e-03  -2.175879e-02  5.348615e-03  1.746670e-06
460  9.398802e-04  1.131343e-03  3.553181e-04  9.383357e-04  1.131655e-03  3.577974e-04  2.479389e-06
461  -4.358911e-04  -9.842937e-05  -1.500082e-03  -4.387515e-04  -9.666925e-05  -1.501979e-03  2.860362e-06
462  8.895400e-03  6.054462e-03  -8.679370e-03  8.898363e-03  6.057498e-03  -8.679319e-03  3.036238e-06
463  -7.511362e-03  -3.850980e-03  9.594245e-03  -7.513674e-03  -3.851180e-03  9.592082e-03  2.311074e-06
464  2.604095e-02  4.903427e-02  9.600628e-03  2.604012e-02  4.903529e-02  9.598848e-03  1.780010e-06
465  -2.566731e-02  -5.022233e-02  -1.086648e-02  -2.566518e-02  -5.022139e-02  -1.086716e-02  2.128432e-06
466  -3.630064e-03  -9.665101e-03  -1.793338e-03  -3.629765e-03  -9.667263e-03  -1.795009e-03  2.162851e-06
467  4.439367e-03  9.111036e-03  2.222402e-03  4.437295e-03  9.111630e-03  2.222710e-03  2.072872e-06
468  5.340036e-03  3.656525e-03  -5.157472e-03  5.341440e-03  3.656298e-03  -5.157491e-03  1.404253e-06
469  -1.524847e-03  -2.381903e-03  6.865615e-03  -1.526627e-03  -2.381250e-03  6.867459e-03  1.844146e-06
470  1.569478e-02  1.317987e-02  -8.381232e-03  1.569385e-02  1.318057e-02  -8.381530e-03  9.294851e-07
471  -1.686457e-02  -1.413910e-02  6.380655e-03  -1.686405e-02  -1.413852e-02  6.379932e-03  7.225882e-07
472  4.956817e-03  5.138152e-03  5.051139e-03  4.954721e-03  5.137374e-03  5.050294e-03  2.096094e-06
473  -6.691073e-03  -5.785977e-03  -4.673012e-03  -6.689674e-03  -5.786082e-03  -4.672258e-03  1.399215e-06
474  -6.097071e-03  1.384096e-02  -4.837871e-03  -6.320772e-03  1.452750e-02  -5.092497e-03  6.865378e-04
475  6.297042e-03  -1.431819e-02  4.515694e-03  6.519210e-03  -1.500260e-02  4.767388e-03  6.844089e-04
476  -1.734368e-03  -1.066026e-02  2.885875e-03  -1.736531e-03  -1.065923e-02  2.885975e-03  2.162907e-06
477  4.222203e-03  8.218396e-03  -4.065502e-03  4.221566e-03  8.214862e-03  -4.065719e-03  3.534079e-06
478  -3.367255e-03  6.214798e-03  2.327847e-03  -3.366861e-03  6.213159e-03  2.328438e-03  1.639097e-06
479  3.924995e-03  -5.288047e-03  -5.652745e-03  3.924024e-03  -5.290457e-03  -5.652906e-03  2.410203e-06
480  -6.166988e-04  -1.063697e-03  6.453884e-04  -5.384914e-04  -6.343237e-04  -3.309553e-05  6.784839e-04
481  3.535412e-04  8.437494e-04  -1.333974e-03  2.763938e-04  4.149975e-04  -6.575789e-04  6.763950e-04
482  1.143476e-02  -1.695495e-02  1.258889e-02  1.143347e-02  -1.695595e-02  1.258832e-02  1.287843e-06
483  -1.247636e-02  1.652053e-02  -1.198420e-02  -1.247358e-02  1.651829e-02  -1.198471e-02  2.777399e-06
484  5.750417e-03  3.150371e-02  1.321864e-03  5.752178e-03  3.150345e-02  1.320879e-03  1.761004e-06
485  -2.936590e-03  -3.190809e-02  -2.850404e-04  -2.933499e-03  -3.190674e-02  -2.853581e-04  3.091204e-06
486  -5.172206e-03  8.767810e-03  1.079202e-02  -5.173956e-03  8.768277e-03  1.079671e-02  4.680867e-06
487  7.709004e-03  -8.592031e-03  -9.202744e-03  7.712347e-03  -8.595361e-03  -9.202692e-03  3.342506e-06
488  -9.215777e-03  -2.269512e-03  -1.848489e-02  -9.218631e-03  -2.267619e-03  -1.848577e-02  2.854115e-06
489  1.091161e-02  4.490697e-03  1.708245e-02  1.091223e-02  4.488128e-03  1.708364e-02  2.569436e-06
490  1.421398e-03  1.553733e-03  7.817905e-04  1.419653e-03  1.557432e-03  7.819852e-04  3.698367e-06
491  -1.917588e-03  -2.521420e-03  -2.236756e-03  -1.918085e-03  -2.521905e-03  -2.234243e-03  2.512810e-06
492  -4.796005e-05  -2.858167e-03  1.983101e-04  -4.633902e-05  -2.858365e-03  1.968191e-04  1.621030e-06
493  1.549324e-04  2.407651e-03  -3.371227e-04  1.545739e-04  2.408489e-03  -3.333626e-04  3.760152e-06
494  9.833403e-03  -1.650520e-02  4.481898e-03  9.834253e-03  -1.650455e-02  4.482016e-03  8.495922e-07
495  -1.158840e-02  1.547987e-02  -3.534063e-03  -1.158439e-02  1.548047e-02  -3.537016e-03  4.014451e-06
496  4.633485e-04  2.580105e-03  -2.462670e-03  4.627798e-04  2.579616e-03  -2.463082e-03  5.686852e-07
497  -3.659882e-03  -3.319367e-03  1.284622e-03  -3.661645e-03  -3.320392e-03  1.287739e-03  3.116574e-06
498  2.073334e-02  3.288590e-02  -4.638219e-02  2.073237e-02  3.288686e-02  -4.638227e-02  9.708423e-07
499  -2.157606e-02  -3.518808e-02  4.451231e-02  -2.157486e-02  -3.518557e-02  4.451042e-02  2.516014e-06
500  1.505719e-04  -7.174612e-05  -6.592635e-05  1.505720e-04  -7.174611e-05  -6.592640e-05  5.362898e-11
